"rinok";"role_definition";"role_table"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420844/1";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420844"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420844_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420844_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420844_Rasshifr/1";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420844_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420903";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420903"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420903/1";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420903"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420903_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420903_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420903_Rasshifr/1";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420903_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420913";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420913"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420913/1";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420913"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420913_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420913_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420913_Rasshifr/1";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_0420913_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_INS";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_INS"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_INS/1";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_INS"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_INS_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_INS_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_INS_Rasshifr/1";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_INS_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_JTINS";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_JTINS"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_JTINS/1";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_JTINS"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_JTINS_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_JTINS_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_JTINS_Rasshifr/1";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_JTINS_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_NPF";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_NPF"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_NPF/1";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_NPF"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_NPF_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_NPF_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_NPF_Rasshifr/1";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_NPF_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_OPER";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_OPER"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_OPER/1";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_OPER"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_OPER_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_OPER_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_OPER_Rasshifr/1";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_OPER_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_PURCB";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_PURCB"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_PURCB_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/3_FR_SOCIE_PURCB_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_0420814";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_0420814"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_0420814_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_0420814_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_0420845";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_0420845"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_0420845_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_0420845_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_0420904";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_0420904"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_0420904_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_0420904_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_0420914";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_0420914"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_0420914_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_0420914_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_INS";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_INS"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_INS_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_INS_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_JTINS";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_JTINS"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_JTINS_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_JTINS_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_NPF";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_NPF"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_NPF_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_NPF_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_OPER";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_OPER"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_OPER_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_OPER_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_PURCB";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_PURCB"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_PURCB_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/4_FR_CF_PURCB_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_0420811";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_0420811"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_0420811_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_0420811_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_0420911";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_0420911"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_0420911_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_0420911_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_JTINS";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_JTINS"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_JTINS_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_JTINS_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_OPER";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_OPER"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_OPER/1";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_OPER"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_OPER_Rasshifr";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/5_FR_OCZI_OPER_Rasshifr"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_001_01a_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_001_01a_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_001_01b_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_001_01b_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_001_01c_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_001_01c_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_001_01d_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_001_01d_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_001_01e_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_001_01e_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_001_01f_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_001_01f_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_002_01a_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_002_01a_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_002_01b_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_002_01b_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_002_01c_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_002_01c_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_002_01d_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_002_01d_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_002_01e_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_002_01e_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_002_01f_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_002_01f_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_003_01_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_003_01_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_003_01c_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_003_01c_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_003_01d_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_003_01d_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_003_01e_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_003_01e_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_004_01a_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_004_01a_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_004_01b_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_004_01b_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_004_01c_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_004_01c_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_004_01d_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_004_01d_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_004_01e_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_004_01e_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_004_01f_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_1_004_01f_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_2_001_01_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_2_001_01_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_2_001_01_01/1";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_2_001_01_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_2_001_01_01/2";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_2_001_01_01"
"bfo";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_2_001_01a_01";"http://www.cbr.ru/xbrl/bfo/rep/2024-12-30/tab/FR_2_001_01a_01"
